,sentence,label
892,i'm just going to check to see what's the cheapest fare available with the first class ticket,imperative
893,that's about the earliest one,assertive
894,i have a travel for uh scheduled leaving leaving on Monday,assertive
895,connects through San Francisco,assertive
896,Find me an expert in Python.,imperative
897,and then it's put in the computer,assertive
898,but abouts there's nothing at 8 o'clockish,interrogative
899,it'd be the same day,imperative
900,arriving when,interrogative
901,it's 9 8 4 1,assertive
902,it's only 9:37 to 12:30  for that trip,interrogative
903,Saturday the 10th,assertive
904,that's wonderful,assertive
905,the 16th,assertive
906,this is business travel,assertive
907,"keep your friends close, but your enemies closer",imperative
908,from Hong Kong which is eh,assertive
909,as long as you're prepared to stick to the date and time,assertive
910,and if we can make it,assertive
911,it's Liverpool to Newcastle on the 3rd of October,assertive
912,it's Piedmont flight   45 35,assertive
913,same charge number,interrogative
914,so he would be staying over a Saturday night,assertive
915,but it doesn't matter if you can't,assertive
916,all i have to do is give you the coupon,assertive
917,this is  the entire day,assertive
918,and he is going on a 2 o'clock flight,assertive
919,1:05 on Tuesday morning,interrogative
920,was that possible to go on flight 2 9 1  from Copenhagen,interrogative
921,and is it,interrogative
922,the next American's at 5:30,assertive
923,the return ticket will be there tomorrow,assertive
924,it's not for me,assertive
925,and if by chance em  i i would turn up for a later train,assertive
926,let me take a look and see from Portland to San Francisco what the earliest flight would be,assertive
927,anything else i can help you with,interrogative
928,from London to Blackpool,assertive
929,from Euston to Stockport,interrogative
930,that sounds just perfect actually,assertive
931,did you want to   uh get that that price,interrogative
932,the 29th,assertive
933,i've got the one from  Taunton to Crewe,assertive
934,Pay attention.,imperative
935,and you have to be at the train station for 10 minutes before departure time of the train,assertive
936,i only want to go for the day,assertive
937,and it's the 11 o'clock train from Birmingham,imperative
938,i have that information here,assertive
939,and what do you need to do,interrogative
940,can you tell me when that arrives in uh and what the flight number is,interrogative
941,if he takes a limousine,assertive
942,October the 15th,interrogative
943,please be quite in the library,imperative
944,and em 208 miles southeast of Fairbanks puts it right in the middle of nowhere,assertive
945,i thought we needed a travel advance from you,assertive
946,he wants to take the 1:40 from Dallas to on United,assertive
947,i don't show that he has an American frequent flyer number in his in his profile here,assertive
948,and take your letter of authorisation with you,assertive
949,and i believe it's departing at 12:25 p m,assertive
950,County Durham,assertive
951,or the highest it could go would be 2 26 08,assertive
952,but this but the 2 89 is 25 percent penalty,assertive
953,Stop giving me the creeps.,imperative
954,forward facing seats,assertive
955,and you still want to go with the compact car,interrogative
956,it's flight 1 2 6,assertive
957,the 8th,assertive
958,trying to find out on that other for GGG,assertive
959,Put down the knife,imperative
960,he wouldn't make his flight,assertive
961,Turn right in 200 feet,imperative
962,Taste the feeling.,imperative
963,4 6 0 7 leaves Ottawa at what time,interrogative
964,cos it's a Standard Open ticket,assertive
965,i was looking at the wrong  number,assertive
966,but you'll be able to travel tomorrow at 10:38 from Stockport,assertive
967,then you returning on Sunday 4th of October,assertive
968,unrestricted coach that is,assertive
969,do you have any distances easily available in your computer there,interrogative
970,they can't change anything on it,assertive
971,i wanted to change the uh uh departure date from the 10th to the 16th,imperative
972,and what type of seats would she want me to request,interrogative
973,and um on Hertz express,assertive
974,that was it,interrogative
975,Raise your hand before you ask a question.,imperative
976,do you have a railcard at all,interrogative
977,and let's check the seats,assertive
978,and there's there is no others no,interrogative
979,there's a 4:38 on United,assertive
980,Raise your hand and turn around.,imperative
981,sold out completely,interrogative
982,confirm that address for me please,assertive
983,got that,assertive
984,and you said it's yourself as the credit card holder,interrogative
985,they're going to pick him up an hour and a half prior to departure,assertive
986,it's going to be 63 pounds return,assertive
987,because you're travelling this Sunday,assertive
988,that's on Saturday the 17th,assertive
989,"Don't work alone on the assignment, it will be much more difficult.",imperative
990,i should be on your system because i've bought these every quite often,assertive
991,still on the 13th,imperative
992,and what date would you like to travel,interrogative
993,Take your medicines,imperative
994,departing on what time around,interrogative
995,and it's going to be coach  for,assertive
996,buy now while supplies last,imperative
997,and  do you have any seat preference,interrogative
998,Agency Services,assertive
999,while you're waiting,assertive
1000,what about the Wednesday,interrogative
1001,out at 4:30,assertive
1002,i suppose i'm going to have to cope with that,imperative
1003,so if we do that,assertive
1004,we have enough advance purchase time that i can get a non-refundable fare on the return,assertive
1005,between the time,interrogative
1006,1070 is completely non-penalty,assertive
1007,Bury your dog under the tree.,imperative
1008,the Super Advance,assertive
1009,Set the temperature to 80,imperative
1010,did you get a hotel or information or anything like that,interrogative
1011,and the confirmation number for that,interrogative
1012,Boil the turkey in vinegar.,imperative
1013,Always remember the person who has been nice to you. ,imperative
1014,you haven't got anything in  earlier than 9 o'clock you know around,interrogative
1015,there you go,assertive
1016,what about Monday morning  early,interrogative
1017,Wolverhampton to Euston please,assertive
1018,that's great,assertive
1019,after that,assertive
1020,good morning,assertive
1021,and your initial,interrogative
1022,if you miss any services that i have reserved you on,assertive
1023,arriving at 10:20,assertive
1024,they'll take care of that,assertive
1025,can you give me your full address please,interrogative
1026,Get to bed on time.,imperative
1027,and i think they each live fairly close to here,assertive
1028,and we've just established em two train times on the 19 pounds going through Rugby Super Saver Virgin,assertive
1029,let me put in um that we don't need that,assertive
1030,Update my calendar with the last meeting discussion.,imperative
1031,"Crouch under the wall, then slide under.",imperative
1032,this is A at American Express,assertive
1033,let me give you the fare on that,assertive
1034,today's the deadline for for buying that ticket,assertive
1035,this is A with American Express Travel,assertive
1036,and that would involve a 25 percent penalty for making any changes or refunds,assertive
1037,it'd have to be at 7 o'clock,assertive
1038,what time do you like to depart Stockport at,interrogative
1039,so you've got a choice of going through Charlotte North Carolina at 5:55,assertive
1040,leaving Friday,assertive
1041,he's going to Copenhagen today,interrogative
1042,and arrives Montreal at 10:08 a m,assertive
1043,and can i put your name please,interrogative
1044,my problem is that my family and i are leaving San Francisco on TWA at 8 o'clock in the morning  on the 8th,assertive
1045,is there any faster one,interrogative
1046,thank you for calling then,assertive
1047,unmute the device,imperative
1048,shall we wait on anything else until we know what eh what day he's returning,interrogative
1049,and then it changes to 7 5 1 at 5:16 in the afternoon,assertive
1050,you'd have to fly all the way to the east coast,assertive
1051,Birmingham New Street,assertive
1052,it's the same price anyway,assertive
1053,th...,assertive
1054,i want to leave uh Chicago somewhere around 5 p m,imperative
1055,Don't panic.,imperative
1056,because he's not going to be able to upgrade anyway,assertive
1057,there's  nothing arriving in Tokyo uh uh in the,assertive
1058,they have fare of 68 round trip,assertive
1059,round trip,assertive
1060,they have like a 6:15,assertive
1061,otherwise i'd be i'd be routing you through um through Los Angeles,assertive
1062,that's a little cruel,assertive
1063,if if worst,assertive
1064,and all i know at this uh time is my flight out uh departing on Monday,assertive
1065,the 22nd,assertive
1066,on  Monday the 5th of October,assertive
1067,the lowest airfare being declined is 59 each way on Pan Am,assertive
1068,that was a 100 and 30...,imperative
1069,Oakland has slightly different fares to Dallas than  than you know San Francisco does,assertive
1070,and departs there at 5:15,assertive
1071,can i put you on hold for just a sec,interrogative
1072,from San Jose or San Francisco,assertive
1073,and that's through Pittsburg,interrogative
1074,Write a letter to the warden.,imperative
1075,what date of travel would that be for,interrogative
1076,is this a business trip,interrogative
1077,the forms,assertive
1078,the cheapest fare that's going to be available is the Saver Return,assertive
1079,the August 1st 10:30,assertive
1080,cos he's not going to be the only person in that limousine,assertive
1081,we're going to have to reissue the ticket,imperative
1082,it's 50 per cent refund less 5 pounds,assertive
1083,are you actually checking that again,interrogative
1084,Cremate me when I die.,imperative
1085,i'm just going to book your seat going out from Euston to Crewe,imperative
1086,you're not able to get an advance purchase ticket,assertive
1087,so i should get it tomorrow,interrogative
1088,thanks for calling now,assertive
1089,cos that's  it's,assertive
1090,and it's uh it's a room with 3 beds actually,assertive
1091,it's travelling tomorrow the 2nd of October from London Euston to Birmingham New Street,assertive
1092,i don't have a profile for F,assertive
1093,that evening,assertive
1094,i might keep a car which i'll have and simply drive up,imperative
1095,of October,assertive
1096,how many people are going to be travelling on this,interrogative
1097,Drink a port.,imperative
1098,and that's your Super Saver,assertive
1099,and your postcode to where your credit card's registered to,interrogative
1100,that's on the profile,imperative
1101,this,assertive
1102,i have an appointment Monday afternoon at San Bernadino,assertive
1103,Don't go anywhere.,imperative
1104,Delta flight1 4 0 9 on the 9th of August,assertive
1105,would you please,interrogative
1106,the return flight number 2 2 5,assertive
1107,quarter past and quarter to the hour,assertive
1108,forward facing,interrogative
1109,i'm going to have to arrange for you to collect your tickets from the train station,assertive
1110,and that's departing at 7:35 from Charlotte,assertive
1111,are there seats on both of those,interrogative
1112,that's a non-refundable non-changeable ticket,assertive
1113,and there was also a Un... United flight,interrogative
1114,Post those letters.,imperative
1115,and i'm going to arrange for you to collect your tickets tomorrow from London Euston,imperative
1116,or we could look at er er portions of your trip going to change,assertive
1117,and then they're they're probably going to say 5:30 they're going to pick him up,assertive
1118,i must what,interrogative
1119,Watch the videos and report back.,imperative
1120,it's fully booked up,imperative
1121,through Dallas into San Jose at 5:27,assertive
1122,you can do that with this kind of ticket,assertive
1123,on the 20th,assertive
1124,that's why their fare is lower then everyone else's,assertive
1125,we have a profile for G,assertive
1126,what time did you come back,interrogative
1127,20 pounds,interrogative
1128,and we'll st... you know try to switch it before then if possible,imperative
1129,right,imperative
1130,it looks like it would be slightly cheaper out of Oakland,assertive
1131,and what date is it you're travelling,interrogative
1132,but i will request non smoking windows,assertive
1133,i think this is her,assertive
1134,it's just up to you which time would be better or if you have a preference  to airlines,assertive
1135,in the morning,interrogative
1136,July 11th,assertive
1137,i'm wondering if there's any erm seats available on the Super Saver,interrogative
1138,and the last name is C,assertive
1139,there'd be a 4:40 departure uh on Alaskan Air,assertive
1140,if the seats were all booked or if it was busy,assertive
1141,Don't eat my grapes. ,imperative
1142,it's  for   for,assertive
1143,i'm B with WWW,assertive
1144,that's going to get into Newark,assertive
1145,non-restrictive air fare,assertive
1146,on the 7th and 8th of August,assertive
1147,then he's   finding his way to the check out window etcetera,assertive
1148,let me just go ahead and price this and double check,assertive
1149,you don't get responses at all on them for  days,interrogative
1150,what was that mor... morning one again,interrogative
1151,Turn on wifi!,imperative
1152,leaving Burbank at 4:15 p m and getting back into San Jose at 5:20 p m,assertive
1153,that would,assertive
1154,to return to either San Jose or San Francisco San Jose is preferable only because i live down in that direction,assertive
1155,and what date is he gonna go,interrogative
1156,that's Piedmont 1 9 0 9 on the 21 of June,interrogative
1157,there is no lodging,assertive
1158,it was the Holiday Inn in Boston,assertive
1159,seat number 41,assertive
1160,the credit card number,interrogative
1161,that would be uh something in the range of 400 to 410 round trip,assertive
1162,this is B  at American Express,assertive
1163,i can i can manage that,assertive
1164,that Delta flight looks the best,assertive
1165,but before departure time of the train,assertive
1166,if you want to keep this reservation,assertive
1167,you'll have to check that one too,assertive
1168,can we make a reservation on that one now,interrogative
1169,and he said they would um look into it when they check in in San Jose,assertive
1170,you can get your... any snacks tea and coffee beverages,assertive
1171,not necessary,assertive
1172,can i have the 19:09 then as well then on the Wednesday,interrogative
1173,but is the 13:50 train still suitable on the,interrogative
1174,and  for,assertive
1175,it's the 6th of October,assertive
1176,it's a non-stop from Dulles to San Francisco,assertive
1177,the same itinerary,imperative
1178,but it's very very close to that,assertive
1179,"Don't wait for my answer, get started right away.",imperative
1180,if you be there for quarter of an hour before departure time of the train,assertive
1181,that train must be particularly booked,assertive
1182,cos they're going to increase the fare,assertive
1183,do you want uh me to make those reservations for you,interrogative
1184,arriving at  10,interrogative
1185,and first class the business around the world fare would be 2999,assertive
1186,he will be leaving uh returning actually on the the Thursday after,assertive
1187,but this is his route,assertive
1188,that's the Boston Government Center it's called,assertive
1189,or or we're still waiting,interrogative
1190,and getting back into San Jose at 2:20 p m,assertive
1191,and what we've got him on is United flight 2 8 1,assertive
1192,fully booked,assertive
1193,show me the trailer,imperative
1194,i'm checking that the fare,imperative
1195,it's from Birmingham to em London Euston please,assertive
1196,does he have a US Air frequent flyer number,interrogative
1197,i'm afraid i can't take the booking until you find the appropriate address,assertive
1198,and i will see if i can change it up until that point,assertive
1199,do you want the flight numbers on these,interrogative
1200,Order the bags of fertilzer,imperative
1201,he's not been to Tahoe before and   nor beautiful down town San Jose,assertive
1202,i have two reservations to make,assertive
1203,and then first class round trip is gonna be 4892,assertive
1204,and what time would you like to depart,interrogative
1205,early afternoon,assertive
1206,i really need,assertive
1207,and what about United Express 2 6 8 6,interrogative
1208,anytime,assertive
1209,first name H,assertive
1210,the only availability with that fare in the evening is on the 19:09 train from Leeds,assertive
1211,and what time would the plane be leaving,interrogative
1212,9 24 out of Oakland,assertive
1213,the 15:20 is the same,assertive
1214,that's an American flight out of,interrogative
1215,i'm just selecting that service for you,imperative
1216,and that's 946 one way,assertive
1217,is that correct,interrogative
1218,he wants to fl... he wants to fly from Boston,assertive
1219,it used to be Business Advance,assertive
1220,they have connections that get you in at 1:55,assertive
1221,returning the same day at 17:25,assertive
1222,and the fare on this is 162 dollars,assertive
1223,i have to forfeit the rest of it,assertive
1224,if he can go business class,assertive
1225,it's flight 4 6 0 7,assertive
1226,and your contact telephone number is,interrogative
1227,that's the 8th of October,assertive
1228,worldwide Master card,assertive
1229,did i make that clear,interrogative
1230,th... thanks for your help,assertive
1231,when i got it reissued,assertive
1232,it has to be economy,assertive
1233,it's the erm the 6th of October,assertive
1234,and when do you like to return,interrogative
1235,then there's a connecting service from Wrexham General 15:26 to arrive in Wrexham Central at 15:29,assertive
1236,and is that a a Holiday Inn also,interrogative
1237,and then we need a hotel to stay in in Richmond,assertive
1238,Have a good morning.,imperative
1239,from Stockport  station at the  booking office,assertive
1240,and getting into San Francisco at 7:13 p m,assertive
1241,on the 4 o'clock,assertive
1242,if it if it if it comes,assertive
1243,at the moment,assertive
1244,is this for a new reservation,interrogative
1245,we're going to have a pretty full day meeting on the on Tuesday the 20th,imperative
1246,and the return would be i believe US Air 2 7 7 7,assertive
1247,and it must be on the company headed paper,assertive
1248,hold it,assertive
1249,on the return flight on the Sunday,assertive
1250,basic fare quote um prices can range anywhere from a full coach fare of what 1070 round trip   all the way down to a non-refundable price of 358 dollars,assertive
1251,depends on what you'd rather do,assertive
1252,what i'm saying is that uh  the next possibility would be Hong Kong to Bangkok to Heathrow to Moscow,imperative
1253,Clean the bathrooms.,imperative
1254,because everything on this,assertive
1255,and returning on which day,interrogative
1256,you must book by 2 o'clock the day before travel,assertive
1257,but the last part from  Crewe to Hertford is a  Central train,assertive
1258,but um   i just wasn't sure how far away this is or how he gets to work in the morning,assertive
1259,departing at what time,interrogative
1260,in other words,assertive
1261,on Monday,assertive
1262,i'll provisionally book you on the one returning,imperative
1263,the uh,assertive
1264,either the 12:17 or 12:22 on Saturday the 4th of Oct...,assertive
1265,this is your booking reference number that the ticket has been booked under,assertive
1266,if he changes again,assertive
1267,it arrives into Toronto at 8:55,assertive
1268,it's coming back that's bad,assertive
1269,and there's a United flight 9 2 7,assertive
1270,you arrive in London Euston for 17 hundred,assertive
1271,the cheaper of the two would be fine,assertive
1272,Find the lost treasure. ,imperative
1273,and there are three seats in the center of the plane and then two seats again,assertive
1274,why don't we look at uh Saturday morning,interrogative
1275,i would have to keep him on the same fl... airline coming back as i sent him out on,assertive
1276,that will be valid throught the 20th of July,assertive
1277,we can we can go with that one if you want,assertive
1278,he won't have any luggage,assertive
1279,what time would you like to depart tomorrow,interrogative
1280,91 pounds will be debited from that account,assertive
1281,non-smoking window if i could,assertive
1282,and the ticket will be posted out first class post this afternoon to you,assertive
1283,need to get a pen,assertive
1284,i'll take just a second longer,assertive
1285,Dont stop me now!,imperative
1286,or,assertive
1287,hey,assertive
1288,that's a Super Advance Return at 30 pounds,assertive
1289,it would be the same airfare,assertive
1290,i'll call you back on the Dulles non-stop flight so we'll,imperative
1291,Remove all the locks,imperative
1292,it's a full refund less 5 pounds admin charge,assertive
1293,the 8th of October,assertive
1294,he got some information from this conference he's going to,assertive
1295,i'll have the ticket's over to you today,imperative
1296,cos we're looking for the cheapest way,assertive
1297,what day's he returning,interrogative
1298,i prefer that,assertive
1299,the number 1,assertive
1300,the 28th,interrogative
1301,they call it North Burigan,assertive
1302,would you like me to book for the return,interrogative
1303,please join us for breakfast,imperative
1304,it's a little important to have enough time   to let me think about that,assertive
1305,and getting into San Francisco at 11:53 a m,assertive
1306,what can i help you with,interrogative
1307,so that's the erm,assertive
1308,i'd have to keep him for that kind of fare,assertive
1309,Please go and meet me at the middle of the dance floor after you perform your song,imperative
1310,and what time do you like to depart tomorrow,interrogative
1311,and the ticket will be waiting there for you,assertive
1312,how much earlier,interrogative
1313,i was able to get you a window seat in non smoking,assertive
1314,and there i only need a double room,assertive
1315,if there is one,assertive
1316,tell you what i what i need,assertive
1317,you're going to have to get the Saver Return which is 30 pounds  70 with the railcard discount,assertive
1318,but if i only use it one way,assertive
1319,what time tomorrow would you like to depart,interrogative
1320,those you need to stay over a Saturday night for,assertive
1321,it's going to be a higher rate,assertive
1322,with the discount,interrogative
1323,this is the reference number that your tickets have been booked  under,assertive
1324,one smoking place in first class,assertive
1325,if i ask you to be there for 60 minutes before departure time on the day of travel,assertive
1326,Send message to Google from alexa.,imperative
1327,there are lower fares into Los Angeles,assertive
1328,i don't show a 10:30 one,assertive
1329,"cross the pedestrian lane, do not jay walk",imperative
1330,Do not make the naughty list,imperative
1331,"Give me a few weeks, I'll get back to you when I have time.",imperative
1332,Check your email.,imperative
1333,i can confirm him 19F going out and 19A returning,assertive
1334,the bus runs from Wilmslow at 21:30 to arrive in Stockport at 22:00,assertive
1335,and the Super Saver,interrogative
1336,and do i actually purchase those tickets at the station or d... on the train or,interrogative
1337,the only trai...,assertive
1338,Lead the pack.,imperative
1339,consider the red dress,imperative
1340,i guess you could either look under arrivals at Tokyo or departures on Saturday night Sunday morning,assertive
1341,and this is from San Francisco,interrogative
1342,there's an afternoon train aval... available at 13:35,assertive
1343,i know subject to availability,assertive
1344,would the price have gone up if i had called just a couple days in advance,interrogative
1345,Turn on the microphone.,imperative
1346,i can see what seats are available,assertive
1347,it's American Express,assertive
1348,now that we've got all that,assertive
1349,7 day advanced purchase with a Saturday night stay over,assertive
1350,it gets in at ten thirty,assertive
1351,if you do miss any services that i have reserved you on,assertive
1352,Work fast.,imperative
1353,to,interrogative
1354,we could only get middle seating for all 3 passengers,assertive
1355,there's a 25 percent penalty ticket,assertive
1356,would have to be to fly all the way to the east coast um to fly to JFK,assertive
1357,and what is your last name,interrogative
1358,departing DFW at 6:40 pm on American 3 8 9,assertive
1359,at 12 midnight  basically,assertive
1360,there is a United US Air or American at 7,assertive
1361,but you're still getting  in at two in the mo... or two in the afternoon on Monday,assertive
1362,and hopefully the business class please,assertive
1363,it's 0 5 6 5,assertive
1364,can you confirm your address for me,interrogative
1365,my appointment is at 2 o'clock,assertive
1366,i was i changed at Stafford,assertive
1367,i've put that in there,assertive
1368,and Piedmont,assertive
1369,how do you spell the last name of the traveller again,interrogative
1370,the dates times and seat numbers will be printed on the tickets for you,assertive
1371,can i give you a call right back,interrogative
1372,leaving at 6:40,assertive
1373,any others,imperative
1374,and what was the date of travel,interrogative
1375,you say that the person's travelling has a disabled railcard,imperative
1376,with the Standard Open Single,assertive
1377,and that's for  27 pounds return,assertive
1378,that's the 10:50,assertive
1379,it's round  trip,assertive
1380,if it if the system lets me book it,assertive
1381,the 20:07 would be great,assertive
1382,that's  that's a little cruel,assertive
1383,and other then that,assertive
1384,i think there's one at 7:25 Eus... London Euston,assertive
1385,where you would connect to Piedmont flight 1 2 6 7,assertive
1386,and confirm the address for me please,assertive
1387,and United will go through,assertive
1388,with the Super Saver return,assertive
1389,you are you saying there definitely is one at 10 to 6,interrogative
1390,98 dollars would be the lowest confirm... confirmable fare,assertive
1391,and also uh open return,interrogative
1392,they're still going to get you in in the afternoon on Monday,assertive
1393,this is to Tokyo,interrogative
1394,and it has to be 2 or 4 people travelling,assertive
1395,Sunday the 11th,interrogative
1396,at that time,assertive
1397,the  latest one is 14:50 in the afternoon,assertive
1398,the two carriers service that,assertive
1399,you're able to get the next available service,assertive
1400,we we don't actually have a database as such,assertive
1401,and the non-refundable is uh 14 days prior to departure and provided that the flights are available,assertive
1402,that's probably better,assertive
1403,you need a letter of authorisation then from,assertive
1404,it's from Saint Louis right,interrogative
1405,everything's going to end up London Moscow,assertive
1406,and see exactly what their times are,assertive
1407,i'd prefer that,assertive
1408,and your title please,interrogative
1409,so if you've got a little extra time or something um,assertive
1410,my surname's,assertive
1411,they don't offer any morning flights to Tokyo,assertive
1412,at what time,interrogative
1413,because you sh... should have a new ticket,assertive
1414,Come back with their head.,imperative
1415,Search for a scala developer.,imperative
1416,probably  Road,assertive
1417,it's what,interrogative
1418,because you're you're gonna still arrive Monday at 1 2 in the afternoon,assertive
1419,is it a private card or a business card,interrogative
1420,out of San Jose at 2:10,assertive
1421,that time,assertive
1422,can we put them on American,interrogative
1423,Have a safe journey.,imperative
1424,so the 4 of yous are all sitting together,assertive
1425,arriving at 15:03 in Hertford,assertive
1426,the lowest one way fare out of San Francisco would be on United at 2 o... 205 dollars one way,assertive
1427,turns out i will be coming back to San Francisco as opposed to going to Chicago,assertive
1428,i want to book the ticket,imperative
1429,what time does he want to arrive,interrogative
1430,i can't guarantee that no one will be sitting between them,assertive
1431,say  the 19th of September,assertive
1432,Turn off the living room lights.,imperative
1433,now you know  where it is,interrogative
1434,their airfare is 59 dollars,assertive
1435,i...  if somebody was in some other city and wanted to go to Moscow,assertive
1436,the 11:15,assertive
1437,the new ticket shall be sent,assertive
1438,cheers then,assertive
1439,the Super Advance is available,assertive
1440,how much would that cost,interrogative
1441,Switch off the lights.,imperative
1442,that's been booked up,assertive
1443,not the Tuesday,interrogative
1444,the 7 a m from Derby,assertive
1445,and you'll have the tickets there,assertive
1446,Do not do what you shouldn't do.,imperative
1447,and l... let me schedule the 3:31,assertive
1448,United's fine,assertive
1449,Don't forget to feed the goldfish.,imperative
1450,he has changed his plans,assertive
1451,thank you for calling,assertive
1452,i can get that the 5th of September,assertive
1453,and within California,assertive
1454,p... p... put me on the American,assertive
1455,and i have to implement all this first,assertive
1456,it's a good thing i checked with him,assertive
1457,i don't think they're going to have service that late,assertive
1458,it's either the 22:45 train in the evening   available,assertive
1459,cos i mean i might have to end up booking the other people's tickets as well,assertive
1460,but it leaves leaves the night before at 11:40 p m,assertive
1461,could you could you just uh get sort of a i mean type out a,interrogative
1462,this particular one connects through Cleveland,assertive
1463,the 5th of July,interrogative
1464,and  that's non-smoking,assertive
1465,i'll just check that for you  now,imperative
1466,the 12:21,assertive
1467,presently let me tell you what we're holding,assertive
1468,Wirral Merseyside,assertive
1469,walk for the minimum,imperative
1470,cos that was on a Wednesday,assertive
1471,get in on Thursday,assertive
1472,Walk back to Chicago,imperative
1473,they don't service Traver City,assertive
1474,it's any train,assertive
1475,it leaves at 3:45,assertive
1476,US Air flight 2 7 or,assertive
1477,the very best fare i can get you is 138 dollars uh on... round trip,assertive
1478,and then,assertive
1479,it's  for,assertive
1480,because we're going all the way that way aren't we,interrogative
1481,this ticket must be booked by 2 o'clock today,assertive
1482,Pass through the intersection and take a right in 2 miles.,imperative
1483,i know Delta airlines flies to Rochester,assertive
1484,the 14 96 is the 5 right,interrogative
1485,and how do you spell that,interrogative
1486,coming back on June 20th,assertive
1487,it's Saturday October the 31stt,assertive
1488,i've got a Piedmont flight that leaves at 5:55,assertive
1489,so it's good for booking first class,assertive
1490,can we leave it open for returning,interrogative
1491,and are we going to be doing the ticketing on these then,interrogative
1492,"Please open the door, would you?",imperative
1493,the only  the only no-stop would have to be out of La Guardia,assertive
1494,Assist in the discovery!,imperative
1495,7 o'clock a m,assertive
1496,it would be at 9:30,assertive
1497,what date do you want me to book for you,interrogative
1498,so  you just need a single,imperative
1499,that is a Saturday,assertive
1500,so it's 10:50,assertive
1501,and the 70 pounds 50 is called a Saver Return,assertive
1502,thank you then,assertive
1503,it's   9  0,assertive
1504,the Super Advance is fully booked up,assertive
1505,if it was sold out,assertive
1506,that's based on a 7 day advanced purchase or 418 round trip also 25 percent penalty,assertive
1507,but leaving at 6 in the morning and,assertive
1508,if you want to change that return,assertive
1509,"Work hard, play hard.",imperative
1510,it's Friday the 9th of October  from Liverpool Lime Street to Edinburgh,assertive
1511,and what date is it you're departing,interrogative
1512,that's,assertive
1513,and the ticket will be waiting there with your supplement as well,assertive
1514,the connection is flight 4 6 0,assertive
1515,410 round trip,interrogative
1516,the fare on this is 138 dollars,assertive
1517,about 11:15,assertive
1518,including whatever i've got going the United flight going  out,interrogative
1519,on the 2nd of August out of um Newark at um 5:40 p m,assertive
1520,and the ticket will be posted out in the first class post this afternoon,assertive
1521,and  is it yourself as is a credit and debit card holder,interrogative
1522,what time tomorrow,interrogative
1523,we have 87,assertive
1524,it's a Midland business card which is a Mastercard,assertive
1525,and that's flying to what city,interrogative
1526,and once again what time does that leave,interrogative
1527,morning of the 10th,imperative
1528,i was a little confused there,assertive
1529,22nd of June,assertive
1530,or it will or he will be charged a penalty,assertive
1531,when do you want the tickets issued,interrogative
1532,such as,assertive
1533,i think building A,assertive
1534,if i could get a Super Advance Return,assertive
1535,i won't ticket without your approval on it,assertive
1536,and you arrive in Durham at,interrogative
1537,so that's great,assertive
1538,and then connecting to a United flight 6 8 6 out of Chicago at 4:40,assertive
1539,sometimes you have to make it directly with the airline,assertive
1540,that's just great,assertive
1541,and it's a full refund less 5 pounds if you have to cancel,assertive
1542,his travel advance,interrogative
1543,on that,assertive
1544,and that's departing from Stockport tomorrow the 2nd,assertive
1545,out of Newark at 6:22  p m,imperative
1546,let's see what would get you there then,interrogative
1547,the 9:19,interrogative
1548,there is one on United that leaves Oakland at 11:30 p m and arrives Chicago 5:25 a m,assertive
1549,i just learned today that i'm going to have to go to Richmond on Friday,imperative
1550,so if there was any problems with connections,assertive
1551,expiry 1  99,assertive
1552,that's out of Chicago at 9:50 p m,assertive
1553,i'm not there,assertive
1554,he has to pay uh 20 dollars more,interrogative
1555,if you miss that,assertive
1556,cos there's there's your road m k... railway works and things,assertive
1557,if he needs that,assertive
1558,you want me to book that ticket  for you,interrogative
1559,if you leave from Portland the evening before,assertive
1560,it has to be the the person who collects the tickets that signs for,assertive
1561,i can get her get him on a 14:10 flight,assertive
1562,what and when again,interrogative
1563,just the address,assertive
1564,what's the next name,interrogative
1565,which is  great,assertive
1566,all you really need to show   is your WWW badge,assertive
1567,Show me emails from Austin.,imperative
1568,Have a coke and a smile.,imperative
1569,and the first train that i can actually get you booked on is on the 10:30 from Manchester Picadilly,assertive
1570,so there's no Super Savers available or anything on that on there,interrogative
1571,and if you miss a service that i have booked you on,assertive
1572,Brough,assertive
1573,"when buying cotton to make yourself a nice blouse, be sure that it doesn’t have gum on it, because that way it won’t hold up well after a wash; soak salt fish overnight before you cook it",imperative
1574,it's non-penalty,assertive
1575,i'm going to give you the details,imperative
1576,please send the nurse in,imperative
1577,and and then there's some some more coming up,assertive
1578,the number please,assertive
1579,and that's  8 5,assertive
1580,that's the one that's holding the the 100 dollar penalty  and the 14 day advance purchase,assertive
1581,that sounds just fine,assertive
1582,so really i could get off at Wrexham General,interrogative
1583,you would probably be in Coach,assertive
1584,arriving into Phoenix at 5:55 p m,assertive
1585,on the 15:35,assertive
1586,the 1:30 Piedmont,assertive
1587,shut the front door,imperative
1588,United,assertive
1589,i'd like to make a couple of arrangements,imperative
1590,91 pounds exactly,assertive
1591,would you still you would still want to leave around the 4 o'clock 5 o'clock hour,interrogative
1592,and you've got to stick to that,assertive
1593,you arrive in Wrexham General 14:55,assertive
1594,thank you,assertive
1595,that is subject to availability,assertive
1596,Report on what you find.,imperative
1597,i'm trying to find out which arrival is the earliest,imperative
1598,what time do you like to depart from Euston,interrogative
1599,what um,interrogative
1600,Complete these files by tomorrow.,imperative
1601,again that's operated by American Eagle,assertive
1602,and they're both in the morning on Sunday,assertive
