,sentence,label
1005,but travelling on weekend days,assertive
1006,and that would be pretty much the uh the breakdown,assertive
1007,the 418 is the highest for the for the discounted,assertive
1008,the highest for the lowest,assertive
1009,and then it would jump from there to the full coach non-penalty for 1070,assertive
1010,i could tell him a ra... p... pretty much a range between 3 25 to 4 18 depending on the discount,assertive
1011,and the time  of uh when he places and time of booking  and yeah the actual reservation,assertive
1012,but if he wants to go with the lowest no-penalty coach,assertive
1013,he's gotta pay,interrogative
1014,the full coach,assertive
1015,they don't offer unfortunately any discounts without penalties for that market,assertive
1016,i'll let him know that,imperative
1023,this is BB CC at WWW,assertive
1024,how are you today,interrogative
1026,pretty good,assertive
1027,i need to go to from San Jose to Los Angeles on Friday the 14th of July,assertive
1028,let me pull up the profile for you,assertive
1029,how do you spell your last name,interrogative
1030,what's the,interrogative
1031,is it going to be for personal or or business travel,interrogative
1032,is,assertive
1033,this is business travel,assertive
1034,and your charge number please,assertive
1035,is XXXXX,assertive
1036,and the travel advance number,imperative
1037,YYYYY,assertive
1038,and your extension,imperative
1039,and you said that was on the 14th of July that you had to travel,interrogative
1040,and from San Jose to LA at what time,interrogative
1041,take the 7 o'clock a m American flight,assertive
1042,that would get you in at 8:11,assertive
1043,and it's flight 1 4 0 4,assertive
1044,coming back same day on the 6 p m flight,interrogative
1045,and i would like to get uh aisle seats on those please,imperative
1046,let me pull up the flight number,assertive
1047,3 7 2 arrival San Jose at 7:15,assertive
1048,and round trip fare is 198 dollars non-penalty,assertive
1049,aisle seating is confirmed for the outbound,assertive
1050,i cannot get you a aisle on the return,assertive
1051,let me take a look and see if i can get you a window,assertive
1052,gee,exclamatory
1053,that's a busy day,assertive
1054,Friday's always bad,assertive
1055,looks like it's a popular flight,assertive
1056,the best i could do would be um a middle seat right now,assertive
1057,but that would be,assertive
1058,do what you can,assertive
1059,and we'll st... you know try to switch it before then if possible,imperative
1060,you can also,assertive
1061,when you check in in San Jose before you leave,assertive
1062,you can always make the switch then,assertive
1063,cos it is the day of the departure,assertive
1064,so if you've got a little extra time or something um,assertive
1065,and i will see if i can change it up until that point,assertive
1066,and i'd like a Hertz car,assertive
1067,an intermediate,assertive
1068,there's three of us going to be going,assertive
1069,and um on Hertz express,assertive
1070,let me pull that up,assertive
1071,and i'm just waiting for a confirmation number on the car,assertive
1072,while you're waiting,assertive
1073,they're going to be two other people in a different uh org that are going to be taking the same flight,assertive
1074,and um their last names are EE,assertive
1075,first name F,assertive
1076,and GG,assertive
1077,first name HH,assertive
1078,so if you want to put them on for the same reservation,assertive
1079,i'll uh,imperative
1080,i have to make three separate  reservations,assertive
1081,i just want you to understand that,assertive
1082,that's kind of what  i thought,assertive
1083,i i uh they they'll want to get on the same uh flight that i do,assertive
1084,and they'll have to call you directly with the travel advance numbers and so forth,assertive
1085,they're in different buildings,assertive
1087,i can uh i can tentatively make their reservations if you like,assertive
1088,and then uh what we'll have to do is get their  get them to call us,imperative
1090,i'll i'll tell their secretary to give you a call,imperative
1091,and when would you like the tickets um tickets issued,interrogative
1092,you better not send them until at least uh say Wednesday because   i'll be subject to change,imperative
1093,i'll go ahead and um set them up for Wednesday the 12th,imperative
1094,and other then that,assertive
1095,you're all set,assertive
1098,bye  bye,assertive
1100,this is A at American Express,assertive
1101,can i help you,interrogative
1103,this is B,assertive
1105,what can i help you with,interrogative
1106,C is going to go to Ottawa,assertive
1107,is this for a new reservation,interrogative
1108,and i,assertive
1109,what i need right now are um choices,assertive
1110,just flight information then,interrogative
1111,and what date is he gonna go,interrogative
1112,the 22nd,assertive
1113,and he needs to be there in time for an evening meeting if he can be,assertive
1114,say around 6 o'clock,assertive
1115,22nd of June,assertive
1116,did i make that clear,interrogative
1117,a... i assumed that,assertive
1118,there's nothing really that gets in that early,assertive
1119,Air Canada has a connection through Toronto that leaves San Francisco at 7:50 a m,assertive
1120,arrives Toronto at 3:35,assertive
1121,but the connection to Ottawa doesn't leave until 5:15,assertive
1122,getting into Ottawa at 6:10  and,assertive
1124,that's about the earliest one,assertive
1125,other than leaving the evening before,assertive
1127,like just after midnight,assertive
1128,we have one tha... on Air Canada that goes to Toronto huh,interrogative
1129,and then it's a change of planes there,assertive
1130,but it doesn't arrive into Ottawa until 6:10,assertive
1131,let me take all that down anyway,assertive
1132,i guess it's too,assertive
1133,at what time does it get to Toronto,interrogative
1134,3:35 p m,assertive
1135,and departs there at 5:15,assertive
1136,do you want the flight numbers on these,interrogative
1137,the first one is Air Canada flight 7 5 0 8,assertive
1138,the connection is flight 4 6 0,assertive
1139,and it arrives Ottawa,interrogative
1140,at 6:10 p m,assertive
1141,do you have any that get in... into uh Ottawa later in the evening,interrogative
1142,ge... are there any direct flights at all,interrogative
1143,only if there's an overnight direct flight on Piedmont,assertive
1144,but it leaves leaves the night before at 11:40 p m,assertive
1145,i'm writing this down,imperative
1146,that's Piedmont what,interrogative
1147,flight 1 2 5 0,assertive
1148,it really isn't worth considering,assertive
1149,i just noticed,assertive
1150,it makes three  stops,assertive
1151,it's direct in that it's the same plane all the way through,assertive
1152,but  it's,assertive
1153,going to take him all night,assertive
1154,there are no non-stop flights,assertive
1155,that's  what i was wondering,assertive
1156,there's a CP Air f... uh connection through Vancouver,assertive
1157,it get's in later,assertive
1158,it leaves at 9:10 a m and arrives Vancouver  at,assertive
1159,what  is CP Air,interrogative
1160,it's a Canadian Airline like Air Canada,assertive
1162,and it flies out of San Francisco,interrogative
1163,huh,imperative
1164,what's that number then,interrogative
1165,it's CP Air flight 1 4 0,assertive
1166,1 4 0,assertive
1167,it's out of San Francisco at 9:10 a m,assertive
1168,arrives Vancouver at 11:13 a m,assertive
1169,it connects to CP Air flight 7 2 2,assertive
1170,that leaves Vancouver at 1 p m,assertive
1171,and arrives Ottawa at 9:48 p m,assertive
1172,that does make one stop between Vancouver and Ottawa,assertive
1173,where does it stop,interrogative
1174,looks like Calgary,assertive
1175,like Calgary,assertive
1176,Calgary,assertive
1177,then,assertive
1179,if if you ha...,assertive
1180,do you have a late flight out on the 23rd,interrogative
1181,probably not huh,interrogative
1182,we might,assertive
1183,cos the time zone's in our v... our favor coming  this direction,assertive
1184,he said either l... late on the 23rd or or any time on the 24th,assertive
1185,by late he means something like nine ten like that,interrogative
1186,cos there's an 8 p m departure,assertive
1187,tha... uh i think that's  that's,assertive
1188,would  that be good,interrogative
1189,there's an 8 p m departure on Air Canada,assertive
1190,it's flight 4 6 0 7,assertive
1191,it arrives into Toronto at 8:55,assertive
1192,connects to Air Canada flight 7 5 5 5,assertive
1193,that's out of Toronto at 10:30 p m,assertive
1194,and arrives San Francisco at 12:45 a m on the 24th,assertive
1195,i'm it leaves Ottawa,assertive
1196,4 6 0 7 leaves Ottawa at what time,interrogative
1197,8 p m,assertive
1199,and arrives at Toronto,imperative
1200,8:55,assertive
1202,and leaves Toronto at 10:30,interrogative
1203,and arrives,interrogative
1204,7:55  does,assertive
1205,and arrives San Francisco at 12:45 a m,assertive
1206,and then what about Saturday a flight next Saturday,interrogative
1207,there's an early Air Canada connection through Toronto again,assertive
1208,it's uh flight 1 8 0 9 out of Ottawa at 6:50 a m,assertive
1209,arrives Toronto at 7:47 a m,assertive
1210,connects to Air Canada flight 7 5 0 7,assertive
1211,out of Toronto at 9:30 a m,assertive
1212,and arrives San Francisco at 11:45 a m,assertive
1213,i think tha... this is enough for him to consider  for the time being,assertive
1214,and i'll get back with you,imperative
1215,thank you  very much,assertive
1216,thanks a lot,assertive
1223,it's er  Stockport erm  Watford Junction,assertive
1224,Stockport to Watford Junction,imperative
1227,one,assertive
1228,and what date is it you're travelling out,interrogative
1229,tomorrow,assertive
1230,i'm going to have to arrange for you to collect your tickets tomorrow at the train station,assertive
1231,that's fine,assertive
1232,what time do you like to depart Stockport at,interrogative
1233,i'd like this to be processed before 6 if i could,assertive
1234,Stockport departing er er,assertive
1235,if i could get a Super Advance Return,assertive
1236,that'd be great,assertive
1237,do you have a railcard,interrogative
1238,that a young person's railcard,interrogative
1239,it is,assertive
1240,the only trai...,assertive
1241,Super Saver Return,assertive
1242,what what have you got,interrogative
1243,the only train you can use your railcard with a Super Advance is on the 20:13 in the evening,assertive
1244,arriving at 23:19,assertive
1245,that is the only one available now,assertive
1246,is that Super  that Super Advance,interrogative
1247,what  what price is that,interrogative
1248,that would work out to 20 pou... 19 pounds 80 with your  railcard discount,assertive
1250,you want me to book that for you,interrogative
1251,is it smoking or non-smoking,interrogative
1253,and is there any seat prefrence,interrogative
1254,a table would be good,assertive
1255,it's tomorrow from Stock...    Stockport at 20:13 in the evening,assertive
1256,arriving,assertive
1257,20  30 did you say,interrogative
1258,20:13,assertive
1259,13,assertive
1262,it's 8 hours isn't it,interrogative
1263,is there any faster one,interrogative
1264,just,assertive
1265,can we leave it open for returning,interrogative
1266,just as long as it's not on the Friday,assertive
1267,you can't leave that ticket open,assertive
1268,you've got to  your return,assertive
1269,can i  erm  do a... actually nominate the return,interrogative
1270,and you've got to stick to that,assertive
1271,cos i'm not sure about that,assertive
1272,what's the next fare for erm,interrogative
1273,i don't want to run out of time,assertive
1274,it's getting close to 2 o'clock,assertive
1275,it's a Saver Return,assertive
1276,it's 26 05 or something is it,interrogative
1277,30 pounds 70,assertive
1278,with the discount,interrogative
1279,that's with the discount,assertive
1280,just leave it the 19 80,assertive
1281,you want the 20:13 in the evening,interrogative
1282,em and returning  er  at erm  18,assertive
1283,can you can you return at 18 hundred or,interrogative
1284,what  date is it you're returning,interrogative
1286,the 4th,interrogative
1287,it's on the 8 o'clock train or or close to that,assertive
1288,from Euston to Stockport,interrogative
1289,if you just put it on the  19 hundred  from erm  probably from Euston actually,assertive
1290,is that better,interrogative
1291,is that easier,interrogative
1292,it  it's better for me if you put it,assertive
1293,it's from Watford yes,interrogative
1294,that was my mistake there,assertive
1295,Watford,assertive
1296,i s... want to go from Euston,imperative
1297,you can't do that with an advance purchase ticket,assertive
1298,why not,interrogative
1299,because you're ticket's going to stay at Watford,assertive
1300,so you've got to get off at Watford and get on at Watford,assertive
1301,can i can i change the the start to  came from Stockport to  Euston  and then from Euston to Stockport please,interrogative
1302,i'm just checking availability on the return on Sunday,assertive
1303,the 4th  now,assertive
1304,due to engineering works,assertive
1305,what you're going to have to do  is get the train from Euston to Wilmslow,assertive
1306,and there's going to be a bus service from Wilmslow to Stockport,assertive
1307,and the only service,assertive
1308,i'm just checking that from Euston,imperative
1309,can i get originally from Wilmslow in that case,interrogative
1310,can i catch the Wilmslow to  Wilmslow to Euston,interrogative
1311,and then i'll get Euston to Wilmslow cos i'll drive park my car there,imperative
1312,i'm afraid that's not possible with that type of ticket for travelling tomorrow,assertive
1314,cos the last direct direct service  is that 17:14 from Wilmslow,assertive
1315,17:14,interrogative
1316,and that's not available,assertive
1317,with the Super Advance,assertive
1318,oh fine,assertive
1319,i'll just catch a cab from Wilmslow,imperative
1320,that's alright,assertive
1321,what time will i get into Wilmslow  if,interrogative
1322,what what what availability do you have er from Euston to Wilmslow,interrogative
1323,i'm just checking that for you,imperative
1325,it's either a 13:00 departure  in the m... afternoon from Euston,assertive
1326,or it's 21:00 in the evening,assertive
1327,ah jesus,exclamatory
1328,there's nothing else,interrogative
1329,not for the Super Advance,assertive
1330,what about the next  best option for 19:00,interrogative
1331,to get the 19:00 train,assertive
1332,you're going to have to get the Saver Return which is 30 pounds  70 with the railcard discount,assertive
1333,you're not able to get the Super Advance,assertive
1334,God,exclamatory
1335,21:00 gets me into what Wilmslow at what time,interrogative
1336,just check,assertive
1337,that  gets you into Wilmslow for 23:23,assertive
1338,then the bus is departing at 23:30,assertive
1339,arriving at 12:32 o'clock  in Stockport,assertive
1340,god,exclamatory
1341,when when do i have to book this by,interrogative
1342,now,imperative
1343,i,assertive
1344,you've actually passed the booking deadline now,assertive
1345,are you going to let me do it,interrogative
1346,i could book it just now,assertive
1347,if it if the system lets me book it,assertive
1348,i've already booked out one,assertive
1349,but it just depends on what the system's going to let me book the return  because it is past the booking deadline,assertive
1350,because the system could a... actually cut me off trying to book,assertive
1351,let's try  em i want to try and book that coming back on the on the 19:00,imperative
1352,you can't get the 19:00,assertive
1353,not with the Super Advance,assertive
1354,i'll pay the extra money,imperative
1355,and if i can get out,assertive
1356,can you change the outward journey,interrogative
1358,from  Stockport,assertive
1359,when do you want to change it to,interrogative
1360,if i can do it,assertive
1361,what's the one earlier than the 20:13,interrogative
1362,so the fare's going to be 30 pounds 70,imperative
1363,what time around did you initially want to get,interrogative
1364,going out,interrogative
1365,is there a one is there a train before the 20:13,interrogative
1366,20:07,assertive
1367,arriving at 22:37,assertive
1368,or it's 18:38,assertive
1369,arriving at 21:03,assertive
1370,the 20:07 would be great,assertive
1372,and that's departing from Stockport tomorrow the 2nd,assertive
1373,and then on the return on Sunday,assertive
1374,it's the 19:00 from Euston,assertive
1375,you arrive in Wilmslow for 21:18,assertive
1376,the bus runs from Wilmslow at 21:30 to arrive in Stockport at 22:00,assertive
1377,do you want me to book those seats for you,interrogative
1379,non-smoking,interrogative
1381,that going out,assertive
1382,there's only smoking best available that i can reserve you in  on the 20:07 tomorrow,assertive
1383,i'll just chance it then,imperative
1384,the dates times and seat numbers are printed on the ticket for you,assertive
1385,with this ticket,assertive
1386,if you do miss any services that i have reserved you on,assertive
1387,you are able to get the next available train,assertive
1388,if you have to cancel,assertive
1389,it's a full refund less 5 pounds,assertive
1390,now,interrogative
1393,apostrophe,assertive
1394,and your initial,interrogative
1395,is erm  for,assertive
1397,what,interrogative
1398,0 1 4 7,assertive
1400,8,assertive
1401,8 8 4,assertive
1403,0 9 1 8,assertive
1405,and your postcode to where your credit card is registered to,interrogative
1406,21 1,assertive
1407,and confirm that address for me please,assertive
1408,7 4 16  Road,assertive
1409,and what type of credit card is that you hold,interrogative
1410,Visa,assertive
1411,and the Visa number,interrogative
1412,is 9 4 7 1,assertive
1413,9 4 7 1,assertive
1414,8 0 9 0,assertive
1416,1 1 0 7,assertive
1418,9 4 8 7,assertive
1421,9th 99,assertive
1423,30 pounds 70's going to be de... deducted from that card,assertive
1424,you need to take your credit card with you tomorrow,assertive
1425,and you have to be at the train station for 10 minutes before departure time of the train,assertive
1426,and it's the booking office that you go into,assertive
1427,and  this is your reference number to quote at the train station,assertive
1428,it's  for   for    for   for    for   for    for   for,assertive
1430,and you just  quote that reference number,assertive
1431,and the ticket will be waiting there tomorrow,interrogative
1432,ok,imperative
1433,Mr,assertive
1435,thank you for calling now,assertive
1436,cheers,assertive
1439,this is for B,assertive
1440,what is she doing,interrogative
1441,on the uh 31st of May,assertive
1442,out of SFO to DFW on American thirteen hundred leaving at 11 am,assertive
1443,i've got that,assertive
1444,it arrives at 4:23  into Dallas,interrogative
1445,and then a return,interrogative
1446,returning on the 1st of June,assertive
1447,departing DFW at 6:40 pm on American 3 8 9,assertive
1448,let me see what sort of fare i can get on that,assertive
1449,the only thing that's going to apply is full coach,assertive
1450,and that's 946 one way,assertive
1451,round trip  round trip,assertive
1454,D,assertive
1458,may i help you,interrogative
1459,this is AB,assertive
1460,and i'd like to make some travel reservations,imperative
1461,and what do you need to do,interrogative
1462,in August,assertive
1463,i need to go to Southbend Indiana,assertive
1464,and i want to go on United via Chicago,imperative
1465,and what time did you want to leave,interrogative
1466,there's uh,assertive
1467,i want to go from Chicago to Southbend on i believe it's United Express 2 6 8 6,imperative
1468,that leaves at 4:50,assertive
1469,4:50,assertive
1470,arrives 5:24,assertive
1471,there's a 10 a m flight out of San Francisc that connects fairly well with that,assertive
1472,h... h... how close is that,interrogative
1473,it's flight 1 2 6,assertive
1474,leaves at 10 a m,assertive
1475,gets into Chicago at 3:58 so,assertive
1476,it's a little less than an hour,assertive
1477,tha... tha... that sounds good,assertive
1478,is is there one one that gets there just a little bit earlier   in case of any problems,interrogative
1479,the next one earlier leaves at 6:50,assertive
1480,and gets there at 1:05,assertive
1481,which is an awfully long wait,assertive
1482,b... book me on that then,assertive
1483,can you give me that again,interrogative
1484,it's United flight twent... uh 1 2 6 out of San Francisco at 10 a m,assertive
1485,and arrives Chicago at 3:58,assertive
1486,and then connecting to a United flight 6 8 6 out of Chicago at 4:40,assertive
1487,arriving Southbend at 5:24,assertive
1488,and then a return for you,interrogative
1489,a return,interrogative
1490,i'm leaving August 9,assertive
1491,back to San Francisco,interrogative
1492,but from Chicago,assertive
1494,you're going to get your own way between  Southbend and Chicago,interrogative
1495,and when did you want to leave Chicago,interrogative
1496,i want to leave uh Chicago somewhere around 5 p m,imperative
1497,United also,assertive
1498,there's a   4:50 p m,assertive
1499,that sounds  good,assertive
1500,and a 5:59,assertive
1501,4:50 sounds good,assertive
1502,that's United flight 1 7 5,assertive
1503,it leaves 4:50 p m and arrives San Francisco at 7:08 p m,assertive
1504,did you need any hotels for this,interrogative
1505,i don't need any hotels,assertive
1506,i'm i'm all set  on everything,assertive
1507,do you need  a car,interrogative
1508,i'll i'll,imperative
1509,i need a car in,assertive
1510,i'll i'll worry about the car in Southbend myself,imperative
1511,do you have my frequent flyer number,interrogative
1512,and what about United Express 2 6 8 6,interrogative
1513,i'm i'm all set on that one,imperative
1514,you're confirmed on that one,assertive
1515,just one more thing,assertive
1516,if i happen to miss a flight,assertive
1517,is there a later one going into Southbend or am i screwed,interrogative
1518,the next later flight's American at 5:20,assertive
1519,but  then,assertive
1520,there's a United at 6:26,assertive
1521,so there are options,interrogative
1522,i'm all set then,assertive
1524,i'll have the ticket's over to you today,imperative
1525,i don't need the tickets today,assertive
1527,i'll go ahead and run them generally,imperative
1528,she'll call you,assertive
1529,if you don't want to pick them up right away,assertive
1531,thank you much,assertive
1534,may i speak to MMM please,interrogative
1535,hello,assertive
1537,it's A with American Express Travel,assertive
1538,i need to make some reservations for two people,assertive
1539,is it going to be for domestic travel,interrogative
1541,who is the first traveller going to be,interrogative
1542,CCC DDD,assertive
1543,let me pull up the profile for him,assertive
1544,we don't have a profile for him,assertive
1545,he must uh,assertive
1546,is he a new traveller or,interrogative
1547,he's travelled before,assertive
1548,but he is not one of the regulars,assertive
1549,so that might be,assertive
1550,he hasn't he hasn't filled out the form probably in any case,assertive
1551,they're available in the travel office if he does want to fill one out,assertive
1552,i need his employee number please,assertive
1553,and the charge number for the trip,interrogative
1554,and his travel advance number,interrogative
1555,and let's see,assertive
1556,what is the date of travel going to be,interrogative
1557,July 12th,assertive
1558,from where to where,interrogative
1559,he's going to go San Francisco to Newark,assertive
1560,and he would like to arrive in Newark around 6 o'clock at night,assertive
1561,and he would request an United flight,assertive
1562,the closest thing i have to arriving at that time would be a flight leaving at 8:20 from San Francisco,assertive
1563,arrival time in Newark would be 4:43,assertive
1565,United would have a flight arriving at 8:51,assertive
1566,that sounds just fine,assertive
1567,the 8:20 flight,assertive
1568,the 8:20 a m,assertive
1569,and that would be non-stop,assertive
1571,would he be continuing on or returning home,interrogative
1572,we're just going to leave it with an open return,imperative
1573,so we're not going to make a resevation,interrogative
1574,or you want me to ticket something with an open ticket,interrogative
1575,please give him the ticket,assertive
1576,and that way,assertive
1577,all he has to do when he gets back to Newark is to have them plunk in a number,assertive
1578,and does he have a specific um an approximate date i should put in here,interrogative
1579,it could be anywhere from 2 to 4 weeks,assertive
1581,why don't i say um,interrogative
1582,just give him a full fare coach and don't worry about it,assertive
1583,we just have to put in um a um a fake fake date in there so it reads it,assertive
1584,then let me give you the round trip fare for that,assertive
1585,it's 1076 is the lowest fare that we could confirm,assertive
1586,it's a non-penalty fare of course,assertive
1587,sounds pretty good,assertive
1588,i think the last time the guy told him it was almost 12 hundred,assertive
1590,that's uh that's fairly uh fairly low in fact,assertive
1591,the outbound flight is pricing at a discounted fare without um without any penalty,assertive
1592,so that's probably why it's so  so low,assertive
1593,and let me get him his seat assignments,assertive
1594,what type would he prefer for United the flight out,interrogative
1595,i think,assertive
1596,can we hold off the seat assignments for about a half an hour,interrogative
1597,and i'll get hold of him,imperative
1598,cos i  normally,assertive
1599,that's no problem,assertive
1600,does he,interrogative
1601,and we have to do one more,assertive
1602,did you get a hotel or information or anything like that,interrogative
1603,and they don't need a car either,assertive
1604,let me put in um that we don't need that,assertive
1605,when do you want the tickets issued,interrogative
1606,that's not a,assertive
1607,problem for us,assertive
1608,i'm just confirming his fare right now,assertive
1609,and then we'll go to the next one,imperative
1610,who's the other traveller going to be,interrogative
1611,he's one of our machinists,assertive
1612,so i know you don't have a profile on him,assertive
1613,GGG HHH,assertive
1615,and his employee number,assertive
1616,same charge number,interrogative
1618,are you,interrogative
1620,and it's going to be the same,assertive
1621,the same itinerary,imperative
1622,and also uh open return,interrogative
1623,he has asked if it wouldn't be any problem if he can have a Newark to Los Angeles open return,assertive
1625,i'll go ahead and issue that,imperative
1626,that round trip um so to speak round trip with open return is 1055,assertive
1627,so it's lower to go to LA i guess,assertive
1628,wow,exclamatory
1629,and that's again non-penalty,assertive
1630,and everything is confirmed for that,assertive
1631,do you have his seating request by any chance,interrogative
1632,i will call him right now,assertive
1633,and no hotel no car,imperative
1634,can i put you on hold for just a sec,interrogative
1636,it's a good thing i checked with him,assertive
1637,he has changed his plans,assertive
1639,open return,assertive
1640,should be San F... to San Francisco not LA,assertive
1641,he thinks a smoking window would be great,assertive
1642,smoking window,assertive
1643,i'll go ahead,imperative
1644,let me request that on uh United flight 12,assertive
1645,and CCC DDD   would like a smoking aisle,assertive
1646,is there any chance we can get the two of them together,interrogative
1647,let me take a look and see what we've got,assertive
1648,looks like the best i could do would be um only two aisles,assertive
1649,there's no windows in n... smoking available,assertive
1650,i could put them in one seat in front of the other,assertive
1651,or i could put them in uh two aisles with a middle seat between them in the central section of the p... of the flight,assertive
1652,cos the the two seats,assertive
1653,and there are three seats in the center of the plane and then two seats again,assertive
1654,and within the three seat section,assertive
1655,i could put them both on an aisle seat,assertive
1656,and there'd be a middle seat that's empty between them right now,assertive
1657,hang on just a sec,assertive
1659,this is tough isn't it,interrogative
1660,there's unfortunately there are no um aisles across from each other this way,assertive
1661,they would just have be in the middle section there,assertive
1662,i can't guarantee that no one will be sitting between them,assertive
1663,but middle seats are usually the last last seats to be assigned,assertive
1664,can can we go to the center section of three seats and get them two side by side,interrogative
1665,one will  be in the middle ok,imperative
1666,one on the aisle,assertive
1667,i'll do that,imperative
1668,then i'll put them in 30 C and 30 or er 30 D,imperative
1670,everything's set,assertive
1671,and um NNN will give you a call on Monday when they're both uh ready to be picked up,assertive
1679,i'd like to purchase a ticket for the journey from Euston to Liverpool Lime Street,imperative
1681,credit card,assertive
1683,1,assertive
1685,6th of October,assertive
1686,and what time would you like to depart from Euston,interrogative
1687,8 o'clock,assertive
1688,in the morning or  evening,interrogative
1689,in the morning,assertive
1691,the same day,assertive
1692,at quarter to 7,assertive
1693,6:45,assertive
1695,and is it standard class,interrogative
1696,do you hold a current railcard,interrogative
1697,we don't,assertive
1698,i'm just going to check to see what's your cheapest fare available  to you,imperative
1699,that 7 o'clock train doesn't have  any of the 19 pounds Virgin Value fares  for Super Advance,assertive
1700,the cheapest fare that i can offer you going out at that time and returning at 6:45,assertive
1702,you could,assertive
1703,you can book the Virgin Value Business,assertive
1704,which is 75 pounds return,assertive
1705,you must stick to the outward train,assertive
1706,but if you re... miss the train on the return journey,assertive
1707,you can get the next available  one,assertive
1709,that's great,assertive
1712,we'll go for that one then,imperative
1713,i'll provisionally book you on the one returning,imperative
1714,but i have to book you on the one going  out,assertive
1716,the one going out is especially the one we want to be on,imperative
1717,so coming back,assertive
1718,it's not so important,assertive
1719,so that's great,assertive
1722,it's the 6th of October,assertive
1723,travelling from London Euston at 7 p m in the morning,assertive
1724,arriving in Liverpool Lime Street at 10:50,assertive
1725,returning that day,assertive
1726,just  booking your seat again,assertive
1727,at 14:45,assertive
1728,arriving at 17:35,assertive
1729,correct,assertive
1730,remembering,assertive
1731,with that ticket,assertive
1732,if you miss that service,assertive
1735,with the Virgin Value Business,assertive
1737,then it's a full refund less 5 pounds admin charge,assertive
1739,and the surname of the credit card holder,interrogative
1740,that's  double,assertive
1741,and the initial,interrogative
1742,and the title,interrogative
1743,it's a company,assertive
1745,i'll give you the company name shall i,interrogative
1746,title,assertive
1747,is it a Miss Mrs,interrogative
1751,ha ha,exclamatory
1752,i'm  sorry,assertive
1753,and  the contact telephone number,interrogative
1754,0 1 0 6 1,assertive
1755,6 7 3,assertive
1756,7 hundred,assertive
1757,the postcode to where the credit card is registered to,interrogative
1758,Management,assertive
1759,have you got your postcode first of all,interrogative
1761,sorry,assertive
1762,14,assertive
1766,the name of the business is,interrogative
1767,for,interrogative
1771,and the next line,interrogative
1772,it's the address is the next bit,assertive
1773,14 to 15,assertive
1774,and it's,assertive
1775,i'll spell it to you,imperative
1776,it's        Retpot Close,assertive
1777,Basildon,assertive
1778,Essex,interrogative
1779,and what type of credit card,interrogative
1780,it's er a Visa,assertive
1782,it it's 1 2 7 0,assertive
1783,1 2 7 0,assertive
1784,1 7 7 0,assertive
1786,0 5 3 8,assertive
1788,7 1 7 1,assertive
1791,5 99,assertive
1792,75 pounds will be debited  from that account,assertive
1793,and this is the reference number the tickets have been booked under,assertive
1794,it's 1 7 1,assertive
1795,1 7 1,assertive
1797,the number 1,assertive
1798,for,assertive
1799,the number 2,assertive
1800,and the ticket will be posted out in the first class post this afternoon,assertive
1804,that's lovely then,assertive
1805,thank you very much for your help,assertive
1807,bye  bye then,assertive
1813,Manchester Picadilly to Birmingham 9 am,assertive
1817,i am travelling on,assertive
1818,let me get this right,assertive
1819,cos i mucked up the last one i did,assertive
1820,October the 15th,assertive
1821,October the 15th,interrogative
1822,which is a Thursday,assertive
1824,it is just for 1,assertive
1825,and what time would you like to depart,interrogative
1826,i'd like to get to Birmingham 9 am or as close to 9 o'clock either side of it as i can,imperative
1828,i've just had a thought,assertive
1829,i'm going to have to phone you back,imperative
1830,there might be two of us,assertive
1831,i'm sorry about that,assertive
1832,call us back when you're ready,assertive
1836,Virgin trainlines,assertive
1839,i'd like to go from Preston to London,imperative
1842,and do you have a railcard at all,interrogative
1843,i don't,assertive
1844,and how many people are travelling,interrogative
1845,just one,assertive
1846,and what date would you like to travel,interrogative
1847,next er next Friday,assertive
1848,wha... er,assertive
1849,the 9th,interrogative
1850,the 9th,assertive
1851,of October,interrogative
1852,of October,assertive
1853,travelling from Preston at what time,interrogative
1854,i'd like to arrive in er London at hal... around half past seven if possible,imperative
1855,i don't know the  time,assertive
1856,in  the evening,interrogative
1857,in  the evening,assertive
1858,there's a train from Preston at 16:31,assertive
1859,arriving at 19:48,assertive
1860,or the one before that,assertive
1861,16:20,assertive
1862,arriving 18:51,assertive
1863,at 16:20,assertive
1864,arriv... arriving at 18,assertive
1865,18:51,assertive
1866,i'll have this one then,imperative
1867,the 16:20,interrogative
1868,and when would you like to return,interrogative
1869,on er well...,assertive
1870,when's the last train on the Sunday,interrogative
1871,Sunday the 11th,interrogative
1872,the last train in the evening is the 20:35,assertive
1873,arriving at 23:35,assertive
1874,that's good,assertive
1875,i'm just going to check to see what's your cheapest fare available to you,imperative
1876,on that outward service on the 16:20,assertive
1877,there's not an advance purchase tickets available now,assertive
1878,they have been booked up,assertive
1880,to get an advance purchase ticket,assertive
1881,you would need to get the 16:31,assertive
1882,hey,assertive
1883,i was wondering if you could handle some some reservations for me,interrogative
1884,i it's it's um for my own my own flight,assertive
1885,i want to fly from San Francisco to Syracuse New York,imperative
1889,this is B B,interrogative
1891,and you want to travel ag... again on what day now,interrogative
1892,it depends on on when the flights are,assertive
1893,i i i could leave late Friday after work,assertive
1894,on the 8th of September,assertive
1895,and if that doesn't work out,assertive
1896,then i i could go the morning of the 9th of September,assertive
1897,we're going San Francisco to Syracuse,imperative
1898,it's just going to be a simple round trip,interrogative
1899,and you want the lowest fare available,interrogative
1900,that's that's really what i'm i'm after,assertive
1901,and do you have a preference as to airlines,interrogative
